train_no,train_name,type_code
15743,InterCity Express,EXP-TRAINS
15771,AlipurDuar-Kamakhya Intercity Express,EXP-TRAINS
15772,Kamakhya-AlipurDuar Intercity Express,EXP-TRAINS
22602,SAINAGAR SHIRDI - CHENNAI CENT SF Exp,SF-TRAINS
51631,Bhopal Bina Passenger,PASS-TRAINS
13508,Gorakhpur-Asansol Express,EXP-TRAINS
15645,MUMBAI LTT - GUWAHATI Exp,EXP-TRAINS
15646,GUWAHATI - MUMBAI LTT Exp,EXP-TRAINS
15647,MUMBAI LTT - GUWAHATI Exp,EXP-TRAINS
15648,GUWAHATI - MUMBAI LTT Exp,EXP-TRAINS
15652,JAMMU TAWI - GUWAHATI Lohit Exp,EXP-TRAINS
15654,JAMMU TAWI - GUWAHATI Amarnath Exp,EXP-TRAINS
15658,GUWAHATI - KOLKATA SEALDAH KanchanJungha Exp,EXP-TRAINS
15661,RANCHI - KAMAKHYA Exp,EXP-TRAINS
15662,KAMAKHYA - RANCHI Exp,EXP-TRAINS
15665,Guwahati-Dimapur Express,EXP-TRAINS
15666,Dimapur-Guwahati Express,EXP-TRAINS
15667,GANDHIDHAM - KAMAKHYA Exp,EXP-TRAINS
15668,KAMAKHYA - GANDHIDHAM Exp,EXP-TRAINS
15692,Cachar Express,EXP-TRAINS
15693,Barak Valley Express,EXP-TRAINS
15694,Barak Valley Express,EXP-TRAINS
15695,Lumding Agartala Express,EXP-TRAINS
15696,Agartala Lumding Express,EXP-TRAINS
15713,InterCity Express,EXP-TRAINS
15715,Garib Nawaz Express,EXP-TRAINS
15716,Garib Nawaz Express Slip,EXP-TRAINS
15716-Slip,Garib Nawaz Express,EXP-TRAINS
15717,Guwahati Mariani Intercity Express,EXP-TRAINS
15719,Katihar sguj InterCity Express,EXP-TRAINS
15720,Siliguri Katihar InterCity Express,EXP-TRAINS
15721,Paharia Express,EXP-TRAINS
15722,Paharia Express,EXP-TRAINS
15723,NewJalpaiguri-Darbhanga Weekly Express,EXP-TRAINS
15724,Darbhanga-NewJalpaiguri Weekly Express,EXP-TRAINS
15764,NewJalpaiguri-Balurghat Intercity Express,EXP-TRAINS
15765,New Jalpaiguri Alipur Duar Intercity Express,EXP-TRAINS
15766,Alipur Duar-New Jalpaiguri Intercity Express,EXP-TRAINS
15767,New Jalpaiguri-Alipur Duar Intercity Express,EXP-TRAINS
15768,Alipurduar Jn-New Jalpaiguri InterCity Express,EXP-TRAINS
15769,Alipurduar Lumding Express,EXP-TRAINS
15770,Lumding Alipurduar Express,EXP-TRAINS
15903,Dibrugarh-Chandigarh Weekly Express,EXP-TRAINS
15904,Chandigarh-Dibrugarh Weekly Express,EXP-TRAINS
16053,Tirupati Express,EXP-TRAINS
16054,Chennai Express,EXP-TRAINS
16057,Saptagiri Express,EXP-TRAINS
16058,Saptagiri Express,EXP-TRAINS
16093,Chennai Lucknow Express,EXP-TRAINS
16094,Lucknow Chennai Express,EXP-TRAINS
16203,Garudadri Express,EXP-TRAINS
16204,Garudadri Express,EXP-TRAINS
55201,Narkatiaganj Gorakhpur Passenger,PASS-TRAINS
15640,GUWAHATI - PURI Exp,EXP-TRAINS
15905,KANNIYAKUMARI - DIBRUGARH Vivek Exp,EXP-TRAINS
15906,DIBRUGARH - KANNIYAKUMARI Vivek Exp,EXP-TRAINS
15927,Kamakhya Dibrugarh Express,EXP-TRAINS
15928,Dibrugarh Kamakhya Express,EXP-TRAINS
15929,CHENNAI EGMORE - DIBRUGARH Weekly Exp,EXP-TRAINS
15930,DIBRUGARH - CHENNAI EGMORE Weekly Exp,EXP-TRAINS
15933,Dibrugarh-Amritsar Weekly Express,EXP-TRAINS
15934,Amritsar-DibrugarhTown Weekly Express,EXP-TRAINS
15942,DIBRUGARH - JHAJHA Exp,EXP-TRAINS
15960,DIBRUGARH - HOWRAH Kamrup Exp,EXP-TRAINS
16031,Andaman Express,EXP-TRAINS
16032,Andaman Express,EXP-TRAINS
16041,Chennai- Alapuzha Alleppey Express,EXP-TRAINS
16085,Arakkonam-Jolarpettai Express,EXP-TRAINS
16086,Arakkonam Express,EXP-TRAINS
16089,Yelagiri Express,EXP-TRAINS
16090,Yelagiri Express,EXP-TRAINS
16108,Mangalore Chennai Egmore Express,EXP-TRAINS
16115,Chennai Egmore Puducherry Express,EXP-TRAINS
16116,Puducherry Chennai Express,EXP-TRAINS
16125,CHENNAI EGMORE - JODHPUR Exp,EXP-TRAINS
16127,CHENNAI EGMORE - GURUVAYUR Exp,EXP-TRAINS
16128,GURUVAYUR - CHENNAI EGMORE Exp,EXP-TRAINS
16175,Kamban Express,EXP-TRAINS
16176,Kamban Express,EXP-TRAINS
16177,Rock Fort Express,EXP-TRAINS
16178,Rock Fort (Malai Kottai) Express,EXP-TRAINS
16179,Mannai Express,EXP-TRAINS
16180,Mannai Express,EXP-TRAINS
16201,Bangalore City-Shimoga InterCity,EXP-TRAINS
16202,Shimoga-Bangalore City InterCity,EXP-TRAINS
16205,Talaguppa Mysore Intercity Express,EXP-TRAINS
16206,Mysore - Talguppa Intercity Express,EXP-TRAINS
16209,Ajmer-Mysore Express,EXP-TRAINS
16210,Mysore-Ajmer Express,EXP-TRAINS
16215,Chamundi Express,EXP-TRAINS
16216,Chamundi Express,EXP-TRAINS
16227,Bangalore-Shimoga Express,EXP-TRAINS
16228,Shimoga-Bangalore Express,EXP-TRAINS
16231,Mayiladuturai Mysore Express,EXP-TRAINS
16232,Mysore Mayiladuturai Express,EXP-TRAINS
16302,Venad Express,EXP-TRAINS
16305,Ernakulam Kannur InterCity Express,EXP-TRAINS
16309,Ernakulam-Patna Express,EXP-TRAINS
16310,Patna - Ernakulam Express,EXP-TRAINS
16322,Tiruvananthapuram Bangalore Weekly Express,EXP-TRAINS
16323,Trivandrum Shalimar Biweekly Express,EXP-TRAINS
16326,Ahilyanagari Express,EXP-TRAINS
11271,ITARSI - BHOPAL Vindhyachal Exp,EXP-TRAINS
12809,MUMBAI CST - HOWRAH SF Mail (via NAGPUR),SF-TRAINS
14003,New Farakka-New Delhi Express,EXP-TRAINS
16221,Kaveri Express,EXP-TRAINS
16233,Mayiladuturai Tiruchirappalli Express,EXP-TRAINS
16234,Tiruchchirapalli Mayiladuturai Express,EXP-TRAINS
16301,Venad Express,EXP-TRAINS
16303,Vanchinad Express,EXP-TRAINS
16304,Vanchinad Express,EXP-TRAINS
16306,Kannur Ernakulam InterCity Express,EXP-TRAINS
16308,Executive Express,EXP-TRAINS
16313,Executive Express,EXP-TRAINS
16314,Executive Express,EXP-TRAINS
16315,BANGALORE - KOCHUVELI Exp,EXP-TRAINS
16316,KOCHUVELI - BANGALORE Exp,EXP-TRAINS
16317,Himsagar Express,EXP-TRAINS
16318,Himsagar Express,EXP-TRAINS
16318-Slip,Himsagar Express Slip,EXP-TRAINS
16324,Shalimar Tiruvananthapuram Express,EXP-TRAINS
16325,Ahilyanagari Express,EXP-TRAINS
16327,Korba Tiruvananthapuram Express,EXP-TRAINS
16328,Trivandrum-Korba Express,EXP-TRAINS
16331,MUMBAI CST - TRIVANDRUM Exp,EXP-TRAINS
16332,TRIVANDRUM - MUMBAI CST Exp,EXP-TRAINS
16333,VERAVAL - TRIVANDRUM Exp,EXP-TRAINS
16334,TRIVANDRUM - VERAVAL Exp,EXP-TRAINS
16335,GANDHIDHAM - NAGERCOIL Weekly Exp,EXP-TRAINS
16336,NAGERCOIL - GANDHIDHAM Weekly Exp,EXP-TRAINS
16337,OKHA - ERNAKULAM Exp,EXP-TRAINS
16338,ERNAKULAM - OKHA Exp,EXP-TRAINS
16339,MUMBAI CST - NAGERCOIL Exp,EXP-TRAINS
16340,NAGERCOIL - MUMBAI CST Exp,EXP-TRAINS
16341,Guruvayur-Ernakulam-Trivandrum Intercity Express,EXP-TRAINS
16342,Trivandrum-Ernakulam-Guruvayur Intercity Express,EXP-TRAINS
16343,Amrita Express,EXP-TRAINS
16344,Amrita Express,EXP-TRAINS
16347,Trivandrum Mangalore Express,EXP-TRAINS
16348,Trivandrum Express,EXP-TRAINS
16349,Trivandrum Nilambur Road Rajya Rani Express,EXP-TRAINS
16350,Nilambur Road Trivandrum Rajya Rani Express,EXP-TRAINS
16381,Mumbai CST - Kanyakumari Express,EXP-TRAINS
16382,Kanniyakumari-Mumbai CST Express,EXP-TRAINS
16517,Yeshvantapur-Kannur Express,EXP-TRAINS
16527,Yesvantpur - Kannur Express,EXP-TRAINS
16529,Udyan Express,EXP-TRAINS
16530,Udyan Express,EXP-TRAINS
16532,Garib Nawaz Express,EXP-TRAINS
16560,Yeshvantapur-Mysore Express,EXP-TRAINS
58402,Paradip Cuttack Passenger,PASS-TRAINS
14511,Allahabad-Saharanpur Nauchandi Express,EXP-TRAINS
16345,MUMBAI LTT - TRIVANDRUM Netravati Exp,EXP-TRAINS
16346,TRIVANDRUM - MUMBAI LTT Netravati Exp,EXP-TRAINS
16351,MUMBAI CST - NAGERCOIL Balaji Exp,EXP-TRAINS
16360,PATNA - ERNAKULAM Express,EXP-TRAINS
16501,Ahmedabad Bangalore Express,EXP-TRAINS
16502,Bangalore - Ahmedabad (Weekly) Express,EXP-TRAINS
16505,GANDHIDHAM - BANGALORE Exp,EXP-TRAINS
16506,BANGALORE - GANDHIDHAM Exp,EXP-TRAINS
16508,BANGALORE - BHAGAT KI KOTHI Exp,EXP-TRAINS
16516,Karwar-Yeshvantpur Express,EXP-TRAINS
16518,Kannur-Yesvantpur Express,EXP-TRAINS
16520,BANGALORE - JOLARPETTAI Exp,EXP-TRAINS
16521,Bangarpet-Bangalore Express,EXP-TRAINS
16522,Bangalore Bangarpet Express,EXP-TRAINS
16525,KANNIYAKUMARI - BANGALORE Island Exp,EXP-TRAINS
16528,Kannur - Yeshvantpur Express,EXP-TRAINS
16531,Garib Nawaz Express,EXP-TRAINS
16533,BHAGAT KI KOTHI - BANGALORE CITY Exp,EXP-TRAINS
16534,BANGALORE CITY - JODHPUR Exp,EXP-TRAINS
16535,Gol Gumbaz Express,EXP-TRAINS
16536,Gol Gumbaz Express,EXP-TRAINS
16537,Bangalore-Nagercoil Weekly Express,EXP-TRAINS
16538,Nagercoil-Bangalore Express,EXP-TRAINS
16557,Rajya Rani Express,EXP-TRAINS
16559,Mysore-Yeshvantapur Express,EXP-TRAINS
16589,Rani Chennamma Express,EXP-TRAINS
16590,Rani Chennamma Express,EXP-TRAINS
16591,Hampi Express,EXP-TRAINS
16592,Hampi Express,EXP-TRAINS
16593,Nanded-Bangalore Express,EXP-TRAINS
16594,Bangalore-Nanded Express,EXP-TRAINS
16605,Eranad Express,EXP-TRAINS
16606,Eranad Express,EXP-TRAINS
16609,Nagercoil-Coimbatore Express,EXP-TRAINS
16610,Coimbatore-Nagercoil Express,EXP-TRAINS
16612,Coimbatore Tuticorin Link Express,EXP-TRAINS
16687,Navyug Express,EXP-TRAINS
16688,Navyug Express,EXP-TRAINS
16688-Slip,Navyug Express Slip,EXP-TRAINS
16702,Rameswaram-Chennai Egmore Express,EXP-TRAINS
16713,Setu Express,EXP-TRAINS
16714,Setu Express,EXP-TRAINS
16731,Tuticorin Mysore Express,EXP-TRAINS
16735,Chendhur Express,EXP-TRAINS
16853,Cholan Express (Day Express),EXP-TRAINS
17001,Sainagar Shirdi Secunderabad Express,EXP-TRAINS
17015,Visakha Express,EXP-TRAINS
63151,Jasidih Baidyanathdham Passenger,PASS-TRAINS
15653,GUWAHATI - JAMMU TAWI Amarnath Exp,EXP-TRAINS
16603,Maveli Express,EXP-TRAINS
16604,Maveli Express,EXP-TRAINS
16611,Tuticorin Coimbatore Link Express,EXP-TRAINS
16613,RAJKOT - COIMBATORE Exp,EXP-TRAINS
16614,COIMBATORE - RAJKOT Exp,EXP-TRAINS
16628,West Coast Express,EXP-TRAINS
16629,Malabar Express,EXP-TRAINS
16630,Malabar Express,EXP-TRAINS
16649,Parasuram Express,EXP-TRAINS
16650,Parasuram Express,EXP-TRAINS
16669,Yercaud Express,EXP-TRAINS
16670,Yercaud Express,EXP-TRAINS
16724,TRIVANDRUM - CHENNAI EGMORE Anantapuri Exp,EXP-TRAINS
16732,Mysore-Tuticorin Express,EXP-TRAINS
16733,Rameswaram-Okha Express,EXP-TRAINS
16734,Okha-Rameswaram Express,EXP-TRAINS
16736,Chendhur Express,EXP-TRAINS
16779,TIRUPATI - RAMESWARAM Exp,EXP-TRAINS
16780,RAMESWARAM - TIRUPATI Exp,EXP-TRAINS
16787,TIRUNELVELI - KATRA Exp,EXP-TRAINS
16788,JAMMU ERODE - TIRUNELVELI Link Exp,EXP-TRAINS
16854,Cholan Express( Day Express),EXP-TRAINS
16861,Tiruturaipudi Karaikkudi Express,EXP-TRAINS
16862,Karaikkudi Tiruturaipudi Express,EXP-TRAINS
16865,Tea Garden Express,EXP-TRAINS
16866,Tea Garden Express,EXP-TRAINS
17003,Hyderabad-Kolhapur BiWeekly Express,EXP-TRAINS
17004,Kolhapur-Hyderabad BiWeekly Express,EXP-TRAINS
17005,HYDERABAD DECCAN - RAXAUL  Exp,EXP-TRAINS
17006,RAXAUL - HYDERABAD Deccan Exp,EXP-TRAINS
17013,Pune-Hyderabad Express,EXP-TRAINS
17014,Hyderabad-Pune Express,EXP-TRAINS
17032,Hyderabad-Mumbai Express,EXP-TRAINS
17037,SECUNDERABAD - BIKANER Express,EXP-TRAINS
17057-Slip,Mumbai -Daund Devagiri Express Slip,EXP-TRAINS
17203,Bhavnagar(T)-Kakinada Town Express,EXP-TRAINS
17204,Kakinada Town- Bhavnagar Express,EXP-TRAINS
17205,Sainagar Shirdi-Kakinada Express,EXP-TRAINS
17206,Kakinada-Sainagar Shirdi Express,EXP-TRAINS
17209,BANGALORE - KAKINADA TOWN Seshadri Exp,EXP-TRAINS
17210,KAKINADA TOWN -BANGALORE Seshadri Exp,EXP-TRAINS
17212,Machilipatnam Express,EXP-TRAINS
17213,Narasapur-Nagarsol Express,EXP-TRAINS
17229,Sabari Express,EXP-TRAINS
17230,Sabari Express,EXP-TRAINS
17304,Malgudi Express,EXP-TRAINS
17307,Basava Express,EXP-TRAINS
17309,YESVANTPUR - VASCO DA GAMA Exp,EXP-TRAINS
12073,Howrah-Bhubaneswar Jan Shatabdi Express,SHT-TRAINS
14209,Vindhyachal-Lucknow InterCity,EXP-TRAINS
15227,YESVANTPUR - MUZAFFARPUR Weekly Exp,EXP-TRAINS
16042,Alappuzha-Chennai Express,EXP-TRAINS
16307,Executive Express,EXP-TRAINS
17017,Rajkot Secunderabad Express,EXP-TRAINS
17035,Telangana Express,EXP-TRAINS
17036,Telangana Express,EXP-TRAINS
17049,Machilipatnam Secunderabad Express,EXP-TRAINS
17050,Secunderabad Machilipatnam Express,EXP-TRAINS
17057,Mumbai-Secunderabad Devagiri Expres,EXP-TRAINS
17058,Devagiri Express,EXP-TRAINS
17063,Ajanta Express,EXP-TRAINS
17064,Ajanta Express,EXP-TRAINS
17201,Golconda Express,EXP-TRAINS
17202,Golconda Express,EXP-TRAINS
17207,Sainagar Shiridi Vijayawada Express,EXP-TRAINS
17208,Vijayawada Sainagar Shirdi Express,EXP-TRAINS
17211,Machilipatnam Yeshvantapur Express,EXP-TRAINS
17214,Nagarsol Narsapur Express,EXP-TRAINS
17225,Amaravati Express,EXP-TRAINS
17226,Amaravati Express,EXP-TRAINS
17226-Slip,Amaravathi Express Slip,EXP-TRAINS
17233,Bhagyanagar Express,EXP-TRAINS
17234,Bhagyanagar Express,EXP-TRAINS
17239,Simhadri Express,EXP-TRAINS
17240,Simhadri Express,EXP-TRAINS
17241,Simhadri Link Express,EXP-TRAINS
17255,Narasapur Hyderabad Express,EXP-TRAINS
17256,Hyderabad-Narsapur Express,EXP-TRAINS
17301,Mysore Dharwad Express,EXP-TRAINS
17302,Dharwad Mysore Express,EXP-TRAINS
17303,Malgudi Express,EXP-TRAINS
17305,Hubli-H.Nizamuddin Goa Express,EXP-TRAINS
17308,Basava Express,EXP-TRAINS
17312,VASCO DA GAMA - CHENNAI CENT Exp,EXP-TRAINS
17313,CHENNAI CENT - HUBLI Weekly Exp,EXP-TRAINS
17314,HUBLI - CHENNAI CENT Weekly Exp,EXP-TRAINS
17315,VASCO DA GAMA - VELANKANNI Weekly Exp,EXP-TRAINS
17316,VELANKANNI - VASCO DA GAMA Weekly Exp,EXP-TRAINS
17403,Tirupati Narasapur Express,EXP-TRAINS
17479-Slip,Puri-Shirdi Express Slip,EXP-TRAINS
17480,Tirupati-Puri Express,EXP-TRAINS
17610,PURNA - PATNA Exp,EXP-TRAINS
17643,Circar Express,EXP-TRAINS
17644,Circar Express,EXP-TRAINS
18002,Kandari Express,EXP-TRAINS
18207,Durg Jaipur Express,EXP-TRAINS
56261,ARAKKONAM - BANGALORE Passenger,PASS-TRAINS
12175,Chambal Express,SF-TRAINS
12574,Howrah-SainagarShirdi Express,SF-TRAINS
12713,Satavahana Express,SF-TRAINS
17401,Tirupati-Machilipatnam Express,EXP-TRAINS
17402,Machilipatanam-Tirupati Express,EXP-TRAINS
17404,Narasapur Tirupati Link Express,EXP-TRAINS
17405,Krishna Express,EXP-TRAINS
17406,Krishna Express,EXP-TRAINS
17415,Haripriya Express,EXP-TRAINS
17416,Haripriya Express,EXP-TRAINS
17429,Rayalaseema Express,EXP-TRAINS
17430,Rayalaseema Express,EXP-TRAINS
17479,Puri-Tirupati Express,EXP-TRAINS
17481,Bilaspur-Tirupati Express,EXP-TRAINS
17482,Tirupati-Bilaspur Express,EXP-TRAINS
17487,Tirumala Express,EXP-TRAINS
17603,Prasanti Nilayam Express,EXP-TRAINS
17607,Tungabhadra Express,EXP-TRAINS
17608,Tungabhadra Express,EXP-TRAINS
17613,Pune Nanded Exp,EXP-TRAINS
17614,Nanded Pune Express,EXP-TRAINS
17617,Tapovan Express,EXP-TRAINS
17618,Tapovan Express,EXP-TRAINS
17687,Manmad-Dharmabad Composite Express,EXP-TRAINS
17688,Dharmabad-Manmad Composit Express,EXP-TRAINS
18003,Jhargram Purulia Express,EXP-TRAINS
18004,Purulia Jhargram Express,EXP-TRAINS
18007,Shalimar-Baripada Express,EXP-TRAINS
18008,Baripada-Shalimar Express,EXP-TRAINS
18048,VASCO-DA-GAMA - HOWRAH Amaravati Exp,EXP-TRAINS
18102,Jammu-Rourkela Express,EXP-TRAINS
18105,Rourkela-Bhubaneswar InterCity,EXP-TRAINS
18106,Bhubaneswar-Rourkela InterCity,EXP-TRAINS
18108,KORAPUT - ROURKELA Exp,EXP-TRAINS
18190,Allapuzha Dhanbad Slip Express,EXP-TRAINS
18191,Utsarg Express,EXP-TRAINS
18192,Utsarg Express,EXP-TRAINS
18201,Durg-Nautanwa (via Varanasi)Express,EXP-TRAINS
18205,Durg -Nautanwa Express,EXP-TRAINS
18208,Jaipur Durg Express,EXP-TRAINS
18209,Dalli Rajhara Raipur Express,EXP-TRAINS
18236,Bilaspur Express Cum Passenger,PASS-TRAINS
18239,Gerva Road-Nagpur Express,EXP-TRAINS
18240,Nagpur Bilaspur Express,EXP-TRAINS
18241,Durg Ambikapur Express,EXP-TRAINS
18241-Slip,Durg Ambikapur Express Slip,EXP-TRAINS
18301,Rayagada Express,EXP-TRAINS
52179,Dhaulpur Sirmuttra Passenger,PASS-TRAINS
56014,Vellore Cantt-Arakkonam Passenger,PASS-TRAINS
12380,Amritsar - Sealdah Superfast Express,SF-TRAINS
12663,Howrah-Tiruchirappalli Express,SF-TRAINS
14260,LUCKNOW CHARBAGH - MUGHAL SARAI Ekatmata Exp,EXP-TRAINS
15901,BENGALURU - NEW TINSUKIA Weekly Exp,EXP-TRAINS
16312,KOCHUVELI - BIKANER Express,EXP-TRAINS
16515,Yesvantpur - Karwar Express,EXP-TRAINS
17038,BIKANER - SECUNDERABAD Express,EXP-TRAINS
17310,VASCO DA GAMA - YESVANTPUR Exp,EXP-TRAINS
17609,PATNA - PURNA Exp,EXP-TRAINS
18029,MUMBAI LTT [Kurla] - KOLKATA SALIMAR Exp,EXP-TRAINS
18048-Slip,Amaravati Express,EXP-TRAINS
18101,Tatanagar Jammu Tawi Express,EXP-TRAINS
18102-Slip,Jammu-Tata Muri Express Slip,EXP-TRAINS
18103,Jallianwalabagh Express,EXP-TRAINS
18181,Tata-Chapra Express,EXP-TRAINS
18181-Slip,Tata-Chapra Express Slip,EXP-TRAINS
18182,Chhapra-Tata Express,EXP-TRAINS
18183,Tata-Danapur Express,EXP-TRAINS
18184,Danapur-Tatanagar Express,EXP-TRAINS
18189,Tatanagar- Alappuzha (Alleppey) Express,EXP-TRAINS
18202,Nautanwa-Durg Nautanwa Express,EXP-TRAINS
18203,Betwa Express,EXP-TRAINS
18204,Betwa Express,EXP-TRAINS
18206,Nautanwa-Durg Express,EXP-TRAINS
18233,INDORE - BILASPUR Narmada Exp,EXP-TRAINS
18234,BILASPUR - INDORE Narmada Exp,EXP-TRAINS
18237,Chhattisgarh Express,EXP-TRAINS
18238,Chhattisgarh Express,EXP-TRAINS
18238-Slip,Chhattisgarh Express Slip,EXP-TRAINS
18242,Ambikapur Durg Express Cum Passenger,PASS-TRAINS
18302-Slip,Sambalpur Express Slip,EXP-TRAINS
18401,Puri - Okha (Weekly) Express,EXP-TRAINS
18410,Sri Jagannath Express,EXP-TRAINS
18417,Jharsuguda-Bhubaneswar Rajya Rani Express,EXP-TRAINS
18418,Bhubaneswar-Jharsuguda Rajya Rani Express,EXP-TRAINS
18447,Hirakhand Express,EXP-TRAINS
18447-Slip,Hirakhand Express Slip,EXP-TRAINS
18448,Hirakhand Express,EXP-TRAINS
18449,Baidyanathdham Express,EXP-TRAINS
18450,Baidyanathdham Express,EXP-TRAINS
18452,PURI - HATIA Tapaswini Exp,EXP-TRAINS
18463,Prasanti Express,EXP-TRAINS
18464,Prasanti Express,EXP-TRAINS
18495,Rameswaram-Bhubaneswar Express,EXP-TRAINS
18496,Bhubaneswar-Rameswaram Weekly Express,EXP-TRAINS
18602,Jammu Tawi-Rourkela Express,EXP-TRAINS
18604,Bhagalpur Ranchi Express,EXP-TRAINS
18605,Ranchi-Jaynagar Express,EXP-TRAINS
12610,BANGALORE - CHENNAI CENT SF Intercity Exp,SF-TRAINS
13303,Dhanbad Ranchi InterCity Express,EXP-TRAINS
16526,BANGALORE - KANNIYAKUMARI Island Exp,EXP-TRAINS
18210,Raipur Dalli Rajhara Express,EXP-TRAINS
18309,Nagavali Express,EXP-TRAINS
18402,Okha Puri Weekly Express,EXP-TRAINS
18405,PURI - AHMEDABAD Exp,EXP-TRAINS
18406,AHMEDABAD - PURI Exp,EXP-TRAINS
18413,Paradip Puri InterCity Express,EXP-TRAINS
18414,Puri Paradip InterCity Express,EXP-TRAINS
18415,Banspani-Puri InterCity,EXP-TRAINS
18416,Puri-Banspani InterCity,EXP-TRAINS
18419,Puri-Darbhanga Weekly Express,EXP-TRAINS
18420,Darbhanga-Puri Weekly Express,EXP-TRAINS
18425,PURI - DURG Exp,EXP-TRAINS
18426,DURG - PURI Exp,EXP-TRAINS
18452-Slip,Tapaswini Express Slip,EXP-TRAINS
18473,PURI - JODHPUR Express,EXP-TRAINS
18477,Utkal Express,EXP-TRAINS
18478,Utkal Express,EXP-TRAINS
18507,VISAKHAPATNAM - AMRITSAR Hirakud Exp,EXP-TRAINS
18509,Visakhapatnam-Nanded Express,EXP-TRAINS
18510,Nanded-Visakhapatnam Express,EXP-TRAINS
18517,Korba Visakhapatnam Express,EXP-TRAINS
18518,Visakhapatnam-Korba Express,EXP-TRAINS
18601,Rourkela-JammuTawi Express,EXP-TRAINS
18603,Ranchi-Bhagalpur Tri-Weekly Express,EXP-TRAINS
18606,Jaynagar-Ranchi Express,EXP-TRAINS
18617,Howrah-Ranchi Intercity,EXP-TRAINS
18621,Patliputra Express,EXP-TRAINS
18624,Hatia-Rajendranagar Express,EXP-TRAINS
18625,Patna-Hatia Super Express,EXP-TRAINS
18626,Hatia-Patna Super Express,EXP-TRAINS
18627,Howrah-Ranchi InterCity Express,EXP-TRAINS
18628,Ranchi-Howrah InterCity Express,EXP-TRAINS
18646,East Coast Express,EXP-TRAINS
19005,Saurashtra Mail,EXP-TRAINS
19005-Slip,Saurashtra Mail,EXP-TRAINS
19006,Saurashtra Mail,EXP-TRAINS
19017,Saurashtra Janata Express,EXP-TRAINS
19039,Awadh Express,EXP-TRAINS
19040,Awadh Express,EXP-TRAINS
19049,MUMBAI BANDRA T - PATNA Exp,EXP-TRAINS
19050,PATNA - MUMBAI BANDRA T Exp,EXP-TRAINS
19051,VALSAD - MUZAFFARPUR Shramik Exp,EXP-TRAINS
19052,MUZAFFARPUR - VALSAD Shramik Exp,EXP-TRAINS
19053,SURAT - MUZAFFARPUR Exp,EXP-TRAINS
19054,MUZAFFARPUR - SURAT Exp,EXP-TRAINS
56523,KSR BENGALURU CITY - HINDUPUR Passenger,PASS-TRAINS
12904,Golden Temple Mail,SF-TRAINS
13006,Amritsar Howrah Mail,EXP-TRAINS
18609,RANCHI - MUMBAI LTT Exp,EXP-TRAINS
18610,MUMBAI LTT - RANCHI Exp,EXP-TRAINS
18611,Ranchi-Varanasi Express,EXP-TRAINS
18613,Ranchi Chopan Express,EXP-TRAINS
18614,Chopan Ranchi Express,EXP-TRAINS
18615,HOWRAH - HATIA Kriya Yoga Express,EXP-TRAINS
18622,Patliputra Express,EXP-TRAINS
18623,Patna Rajendra Nagar-Hatia Express,EXP-TRAINS
18623-Slip,Hatia Express Slip,EXP-TRAINS
18631,Ranchi Garib Nawaz Express,EXP-TRAINS
18632,Garib Nawaz Express,EXP-TRAINS
19011,Gujarat Express,EXP-TRAINS
19012,Gujarat Express,EXP-TRAINS
19018,Saurashtra Janata Express,EXP-TRAINS
19019,Bandra T - Dehradun Express,EXP-TRAINS
19020,Dehradun - Bandra Terminus Express,EXP-TRAINS
19023,Mumbai Firozpur Janata Express,EXP-TRAINS
19024,Firozpur Mumbai Janata Express,EXP-TRAINS
19025-Slip,Surat Bhavnagar Express Slip Slip,EXP-TRAINS
19026,Bhavnagar Surat (Slip) Express,EXP-TRAINS
19037,Awadh Express,EXP-TRAINS
19038,Awadh Express,EXP-TRAINS
19048,BHAGALPUR - SURAT Tapti Ganga Exp,EXP-TRAINS
19059,Surat-Jamnagar InterCity Express,EXP-TRAINS
19060,Jamnagar-Surat InterCity Express,EXP-TRAINS
19113,Bhilad Vadodara Express,EXP-TRAINS
19114,Vadodara Bhilad Express,EXP-TRAINS
19116,BHUJ - MUMBAI BANDRA Sayaji Nagari Exp,EXP-TRAINS
19132,BHUJ - MUMBAI BANDRA Kutch Exp,EXP-TRAINS
19151,PALANPUR - GANDHIDHAM Exp,EXP-TRAINS
19152,GANDHIDHAM - PALANPUR Exp,EXP-TRAINS
19215,Saurashtra Express,EXP-TRAINS
19216,Saurashtra Express,EXP-TRAINS
19223,AHMEDABAD - JAMMU TAWI Exp,EXP-TRAINS
19224,JAMMU TAWI - AHMEDABAD Exp,EXP-TRAINS
19225,Bhatinda Jammu Tawi Express,EXP-TRAINS
19226,Jammu Tawi Bhatinda Express,EXP-TRAINS
19259,KOCHUVELI - BHAVNAGAR Exp,EXP-TRAINS
19260,BHAVNAGAR - KOCHUVELI Exp,EXP-TRAINS
19263,Porbandar-Delhi Sarai Rohilla (Biweekly) Express,EXP-TRAINS
19264,Delhi SaraiRohilla-Porbandar Express,EXP-TRAINS
19269,Porbandar Muzaffarpur Express,EXP-TRAINS
19270,Muzaffarpur-Porbandar Express,EXP-TRAINS
19305,Shipra Express,EXP-TRAINS
19309,Shanti Express,EXP-TRAINS
19310,Shanti Express,EXP-TRAINS
19313,Indore-Patna Express,EXP-TRAINS
14604,AMRITSAR - SAHARSA Jan Sadharan Exp,EXP-TRAINS
15708,Amrapali Express,EXP-TRAINS
